Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
06/03/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/03/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/04/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/04/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/07/15,UDEM16_VS,1,0.513,0.513,0.513,0.513,0.513
06/07/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/08/15,UDEM16_VS,0,0.000,0.000,0.000,,0.513
06/08/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.513
06/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.513
06/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/11/15,UDEM16_VS,0,0.000,0.000,0.000,,0.513
06/11/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/12/15,UDEM16_VS,0,0.000,0.000,0.000,,0.513
06/12/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
